"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"0200.065.765","BTW001","2003","70111","MAIN"
"0200.065.765","BTW001","2008","41101","MAIN"
"0200.065.765","PPO001","2008","84130","MAIN"
"0200.068.636","BTW001","2003","41000","MAIN"
"0200.068.636","BTW001","2008","36000","MAIN"
"0200.068.636","BTW001","2008","93110","SECO"
"0200.068.636","BTW001","2008","93126","SECO"
"0200.068.636","BTW001","2008","93299","SECO"
"0200.068.636","PPO001","2008","36000","MAIN"
"0200.305.493","BTW001","2003","45211","MAIN"
"0200.305.493","BTW001","2003","45213","SECO"
"0200.305.493","BTW001","2003","70111","SECO"
"0200.305.493","BTW001","2003","90021","SECO"
"0200.305.493","BTW001","2008","41201","MAIN"
"0200.305.493","BTW001","2008","38219","SECO"
"0200.305.493","BTW001","2008","41101","SECO"
"0200.305.493","BTW001","2008","41203","SECO"
"0200.305.493","PPO001","2008","84130","MAIN"
"0200.362.111","BTW001","2003","41000","MAIN"
"0200.362.111","BTW001","2008","36000","MAIN"
"0200.362.111","PPO001","2008","36000","MAIN"
"0200.362.210","BTW001","2003","90010","MAIN"
"0200.362.210","BTW001","2008","37000","MAIN"
"0200.362.210","PPO001","2008","37000","MAIN"
"0200.362.408","PPO001","2008","84120","MAIN"
"0200.420.410","RSZ001","2003","91310","MAIN"
"0200.420.410","RSZ001","2008","94910","MAIN"
"0200.762.878","BTW001","2003","85322","MAIN"
"0200.762.878","BTW001","2008","88995","MAIN"
"0200.762.878","PPO001","2008","88996","MAIN"
"0200.881.951","BTW001","2003","75116","MAIN"
"0200.881.951","BTW001","2003","70111","SECO"
"0200.881.951","BTW001","2003","90010","SECO"
"0200.881.951","BTW001","2008","84119","MAIN"
"0200.881.951","BTW001","2008","37000","SECO"
"0200.881.951","BTW001","2008","41101","SECO"
"0200.881.951","PPO001","2008","38110","MAIN"
"0200.952.524","BTW001","2003","41000","MAIN"
"0200.952.524","BTW001","2008","36000","MAIN"
"0200.952.524","PPO001","2008","36000","MAIN"
"0201.105.843","BTW001","2003","74131","MAIN"
"0201.105.843","BTW001","2003","45241","SECO"
"0201.105.843","BTW001","2008","73200","MAIN"
"0201.105.843","BTW001","2008","42911","SECO"
"0201.105.843","PPO001","2008","38110","MAIN"
"0201.107.526","BTW001","2003","02020","MAIN"
"0201.107.526","BTW001","2008","02400","MAIN"
"0201.107.922","BTW001","2003","85322","MAIN"
"0201.107.922","BTW001","2003","45211","SECO"
"0201.107.922","BTW001","2008","88995","MAIN"
"0201.107.922","BTW001","2008","41201","SECO"
"0201.107.922","PPO001","2008","86101","MAIN"
"0201.310.731","PPO001","2008","84130","MAIN"
"0201.310.929","BTW001","2003","85311","MAIN"
"0201.310.929","BTW001","2008","87201","MAIN"
"0201.310.929","PPO001","2008","84120","MAIN"
"0201.311.226","BTW001","2003","40110","MAIN"
"0201.311.226","BTW001","2008","35110","MAIN"
"0201.311.226","PPO001","2008","35130","MAIN"
"0201.400.011","BTW001","2003","70111","MAIN"
"0201.400.011","BTW001","2003","45211","SECO"
"0201.400.011","BTW001","2003","45450","SECO"
"0201.400.011","BTW001","2008","41101","MAIN"
"0201.400.011","BTW001","2008","41201","SECO"
"0201.400.011","BTW001","2008","43390","SECO"
"0201.400.110","BTW001","2003","41000","MAIN"
"0201.400.110","BTW001","2008","36000","MAIN"
"0201.400.110","PPO001","2008","36000","MAIN"
"0201.400.209","BTW001","2003","70113","MAIN"
"0201.400.209","BTW001","2008","38110","MAIN"
"0201.400.209","BTW001","2008","38211","SECO"
"0201.400.209","PPO001","2008","38110","MAIN"
"0201.543.234","BTW001","2003","90021","MAIN"
"0201.543.234","BTW001","2008","38219","MAIN"
"0201.543.234","PPO001","2008","38110","MAIN"
"0201.645.281","BTW001","2003","74879","MAIN"
"0201.645.281","BTW001","2008","82990","MAIN"
"0201.645.281","PPO001","2008","84130","MAIN"
"0201.704.471","BTW001","2003","85110","MAIN"
"0201.704.471","BTW001","2008","86109","MAIN"
"0201.704.471","PPO001","2008","86101","MAIN"
"0201.712.587","BTW001","2003","40220","MAIN"
"0201.712.587","BTW001","2003","64200","SECO"
"0201.712.587","BTW001","2008","35220","MAIN"
"0201.712.587","BTW001","2008","61200","SECO"
"0201.712.587","PPO001","2008","35130","MAIN"
"0201.717.438","BTW001","2003","91110","MAIN"
"0201.717.438","BTW001","2008","94110","MAIN"
"0201.741.786","BTW001","2003","74203","MAIN"
"0201.741.786","BTW001","2008","71121","MAIN"
"0201.741.786","PPO001","2008","84119","MAIN"
"0201.808.401","PPO001","2008","94993","MAIN"
"0201.808.696","PPO001","2008","86101","MAIN"
"0202.239.951","BTW001","2003","64200","MAIN"
"0202.239.951","BTW001","2003","32202","SECO"
"0202.239.951","RSZ001","2003","64200","MAIN"
"0202.239.951","BTW001","2008","61200","MAIN"
"0202.239.951","BTW001","2008","26300","SECO"
"0202.239.951","RSZ001","2008","61100","MAIN"
"0202.268.754","RSZ001","2003","67130","MAIN"
"0202.268.754","RSZ001","2008","64922","MAIN"
"0202.395.052","BTW001","2003","41000","MAIN"
"0202.395.052","BTW001","2008","36000","MAIN"
"0202.395.052","PPO001","2008","36000","MAIN"
"0202.414.452","BTW001","2003","63111","MAIN"
"0202.414.452","RSZ001","2003","63220","MAIN"
"0202.414.452","BTW001","2008","52241","MAIN"
"0202.414.452","RSZ001","2008","52220","MAIN"
"0202.470.177","BTW001","2008","87101","MAIN"
"0202.470.177","PPO001","2008","87301","MAIN"
"0202.508.878","PPO001","2008","86906","MAIN"
"0202.554.113","BTW001","2003","22220","MAIN"
"0202.554.113","BTW001","2008","86101","MAIN"
"0202.554.113","PPO001","2008","87101","MAIN"
"0202.554.608","BTW001","2003","41000","MAIN"
"0202.554.608","BTW001","2008","36000","MAIN"
"0202.554.608","PPO001","2008","36000","MAIN"
"0202.555.004","BTW001","2003","40110","MAIN"
"0202.555.004","BTW001","2003","40220","SECO"
"0202.555.004","BTW001","2003","74131","SECO"
"0202.555.004","BTW001","2008","35110","MAIN"
"0202.555.004","BTW001","2008","35220","SECO"
"0202.555.004","BTW001","2008","73200","SECO"
"0202.555.004","PPO001","2008","35130","MAIN"
"0202.819.476","BTW001","2003","75112","MAIN"
"0202.819.476","RSZ001","2003","75130","MAIN"
"0202.819.476","BTW001","2008","84112","MAIN"
"0202.819.476","RSZ001","2008","84130","MAIN"
"0202.962.701","BTW001","2003","41000","MAIN"
"0202.962.701","BTW001","2008","36000","MAIN"
"0202.962.701","BTW001","2008","42212","SECO"
"0202.962.701","BTW001","2008","42219","SECO"
"0202.962.701","PPO001","2008","36000","MAIN"
"0203.071.973","BTW001","2003","74203","MAIN"
"0203.071.973","BTW001","2008","71121","MAIN"
"0203.071.973","PPO001","2008","86901","MAIN"
"0203.201.340","BTW001","2003","65110","MAIN"
"0203.201.340","RSZ001","2003","65110","MAIN"
"0203.201.340","BTW001","2008","64110","MAIN"
"0203.201.340","RSZ001","2008","64110","MAIN"
"0203.211.040","BTW001","2003","74142","MAIN"
"0203.211.040","RSZ001","2003","65231","MAIN"
"0203.211.040","BTW001","2008","70220","MAIN"
"0203.211.040","RSZ001","2008","64200","MAIN"
"0203.286.561","BTW001","2003","65120","MAIN"
"0203.286.561","RSZ001","2003","65120","MAIN"
"0203.286.561","BTW001","2008","64190","MAIN"
"0203.286.561","RSZ001","2008","64922","MAIN"
"0203.286.759","RSZ001","2003","66031","MAIN"
"0203.286.759","BTW001","2008","64999","MAIN"
"0203.286.759","RSZ001","2008","65121","MAIN"
"0203.389.204","BTW001","2003","93032","MAIN"
"0203.389.204","BTW001","2003","55510","SECO"
"0203.389.204","BTW001","2008","96032","MAIN"
"0203.389.204","BTW001","2008","56290","SECO"
"0203.389.204","PPO001","2008","96032","MAIN"
"0203.430.576","BTW001","2003","74501","MAIN"
"0203.430.576","BTW001","2003","72600","SECO"
"0203.430.576","BTW001","2003","74601","SECO"
"0203.430.576","BTW001","2008","49100","MAIN"
"0203.430.576","BTW001","2008","80100","SECO"
"0203.563.111","BTW001","2003","40130","MAIN"
"0203.563.111","BTW001","2003","40220","SECO"
"0203.563.111","BTW001","2003","64200","SECO"
"0203.563.111","BTW001","2008","35140","MAIN"
"0203.563.111","BTW001","2008","35220","SECO"
"0203.563.111","BTW001","2008","61200","SECO"
"0203.563.111","PPO001","2008","35120","MAIN"
"0203.963.680","BTW001","2003","90010","MAIN"
"0203.963.680","BTW001","2008","37000","MAIN"
"0203.963.680","PPO001","2008","38213","MAIN"
"0203.980.409","BTW001","2003","85110","MAIN"
"0203.980.409","BTW001","2003","85315","SECO"
"0203.980.409","BTW001","2008","86101","MAIN"
"0203.980.409","BTW001","2008","87301","SECO"
"0203.980.409","PPO001","2008","86101","MAIN"
"0203.989.614","BTW001","2003","41000","MAIN"
"0203.989.614","BTW001","2008","36000","MAIN"
"0203.989.614","PPO001","2008","36000","MAIN"
"0204.212.714","BTW001","2003","74142","MAIN"
"0204.212.714","BTW001","2008","68100","MAIN"
"0204.212.714","PPO001","2008","84130","MAIN"
"0204.245.277","BTW001","2003","40110","MAIN"
"0204.245.277","BTW001","2008","35110","MAIN"
"0204.245.277","PPO001","2008","35140","MAIN"
"0204.259.135","BTW001","2003","70111","MAIN"
"0204.259.135","BTW001","2008","41101","MAIN"
"0204.259.135","BTW001","2008","41102","SECO"
"0204.259.135","PPO001","2008","84119","MAIN"
"0204.359.994","BTW001","2003","74203","MAIN"
"0204.359.994","BTW001","2003","90010","SECO"
"0204.359.994","BTW001","2008","71121","MAIN"
"0204.359.994","BTW001","2008","37000","SECO"
"0204.359.994","PPO001","2008","37000","MAIN"
"0200.068.636","BTW001","2003","41000","MAIN"
"0200.068.636","BTW001","2008","36000","MAIN"
"0200.068.636","BTW001","2008","93110","SECO"
"0200.068.636","BTW001","2008","93126","SECO"
"0200.068.636","BTW001","2008","93299","SECO"
"0200.068.636","PPO001","2008","36000","MAIN"
"0200.305.493","BTW001","2003","45211","MAIN"
"0200.305.493","BTW001","2003","45213","SECO"
"0200.305.493","BTW001","2003","70111","SECO"
"0200.305.493","BTW001","2003","90021","SECO"
"0200.305.493","BTW001","2008","41201","MAIN"
"0200.305.493","BTW001","2008","38219","SECO"
"0200.305.493","BTW001","2008","41101","SECO"
"0200.305.493","BTW001","2008","41203","SECO"
"0200.305.493","PPO001","2008","84130","MAIN"
"0200.362.111","BTW001","2003","41000","MAIN"
"0200.362.111","BTW001","2008","36000","MAIN"
"0200.362.111","PPO001","2008","36000","MAIN"
"0200.362.210","BTW001","2003","90010","MAIN"
"0200.362.210","BTW001","2008","37000","MAIN"
"0200.362.210","PPO001","2008","37000","MAIN"
"0200.362.408","PPO001","2008","84120","MAIN"
"0200.420.410","RSZ001","2003","91310","MAIN"
"0200.420.410","RSZ001","2008","94910","MAIN"
"0200.762.878","BTW001","2003","85322","MAIN"
"0200.762.878","BTW001","2008","88995","MAIN"
"0200.762.878","PPO001","2008","88996","MAIN"
"0200.881.951","BTW001","2003","75116","MAIN"
"0200.881.951","BTW001","2003","70111","SECO"
"0200.881.951","BTW001","2003","90010","SECO"
"0200.881.951","BTW001","2008","84119","MAIN"
"0200.881.951","BTW001","2008","37000","SECO"
"0200.881.951","BTW001","2008","41101","SECO"
"0200.881.951","PPO001","2008","38110","MAIN"
"0200.952.524","BTW001","2003","41000","MAIN"
"0200.952.524","BTW001","2008","36000","MAIN"
"0200.952.524","PPO001","2008","36000","MAIN"
"0201.105.843","BTW001","2003","74131","MAIN"
"0201.105.843","BTW001","2003","45241","SECO"
"0201.105.843","BTW001","2008","73200","MAIN"
"0201.105.843","BTW001","2008","42911","SECO"
"0201.105.843","PPO001","2008","38110","MAIN"
"0201.107.526","BTW001","2003","02020","MAIN"
"0201.107.526","BTW001","2008","02400","MAIN"
"0201.107.922","BTW001","2003","85322","MAIN"
"0201.107.922","BTW001","2003","45211","SECO"
"0201.107.922","BTW001","2008","88995","MAIN"
"0201.107.922","BTW001","2008","41201","SECO"
"0201.107.922","PPO001","2008","86101","MAIN"
"0201.310.731","PPO001","2008","84130","MAIN"
"0201.310.929","BTW001","2003","85311","MAIN"
"0201.310.929","BTW001","2008","87201","MAIN"
"0201.310.929","PPO001","2008","84120","MAIN"
"0201.311.226","BTW001","2003","40110","MAIN"
"0201.311.226","BTW001","2008","35110","MAIN"
"0201.311.226","PPO001","2008","35130","MAIN"
"0201.400.011","BTW001","2003","70111","MAIN"
"0201.400.011","BTW001","2003","45211","SECO"
"0201.400.011","BTW001","2003","45450","SECO"
"0201.400.011","BTW001","2008","41101","MAIN"
"0201.400.011","BTW001","2008","41201","SECO"
"0201.400.011","BTW001","2008","43390","SECO"
"0201.400.110","BTW001","2003","41000","MAIN"
"0201.400.110","BTW001","2008","36000","MAIN"
"0201.400.110","PPO001","2008","36000","MAIN"
"0201.400.209","BTW001","2003","70113","MAIN"
"0201.400.209","BTW001","2008","38110","MAIN"
"0201.400.209","BTW001","2008","38211","SECO"
"0201.400.209","PPO001","2008","38110","MAIN"
"0201.543.234","BTW001","2003","90021","MAIN"
"0201.543.234","BTW001","2008","38219","MAIN"
"0201.543.234","PPO001","2008","38110","MAIN"
"0201.645.281","BTW001","2003","74879","MAIN"
"0201.645.281","BTW001","2008","82990","MAIN"
"0201.645.281","PPO001","2008","84130","MAIN"
"0201.704.471","BTW001","2003","85110","MAIN"
"0201.704.471","BTW001","2008","86109","MAIN"
"0201.704.471","PPO001","2008","86101","MAIN"
"0201.712.587","BTW001","2003","40220","MAIN"
"0201.712.587","BTW001","2003","64200","SECO"
"0201.712.587","BTW001","2008","35220","MAIN"
"0201.712.587","BTW001","2008","61200","SECO"
"0201.712.587","PPO001","2008","35130","MAIN"
"0201.717.438","BTW001","2003","91110","MAIN"
"0201.717.438","BTW001","2008","94110","MAIN"
"0201.741.786","BTW001","2003","74203","MAIN"
"0201.741.786","BTW001","2008","71121","MAIN"
"0201.741.786","PPO001","2008","84119","MAIN"
"0201.808.401","PPO001","2008","94993","MAIN"
"0201.808.696","PPO001","2008","86101","MAIN"
"0202.239.951","BTW001","2003","64200","MAIN"
"0202.239.951","BTW001","2003","32202","SECO"
"0202.239.951","RSZ001","2003","64200","MAIN"
"0202.239.951","BTW001","2008","61200","MAIN"
"0202.239.951","BTW001","2008","26300","SECO"
"0202.239.951","RSZ001","2008","61100","MAIN"
"0202.268.754","RSZ001","2003","67130","MAIN"
"0202.268.754","RSZ001","2008","64922","MAIN"
"0202.395.052","BTW001","2003","41000","MAIN"
"0202.395.052","BTW001","2008","36000","MAIN"
"0202.395.052","PPO001","2008","36000","MAIN"
"0202.414.452","BTW001","2003","63111","MAIN"
"0202.414.452","RSZ001","2003","63220","MAIN"
"0202.414.452","BTW001","2008","52241","MAIN"
"0202.414.452","RSZ001","2008","52220","MAIN"
"0202.470.177","BTW001","2008","87101","MAIN"
"0202.470.177","PPO001","2008","87301","MAIN"
"0202.508.878","PPO001","2008","86906","MAIN"
"0202.554.113","BTW001","2003","22220","MAIN"
"0202.554.113","BTW001","2008","86101","MAIN"
"0202.554.113","PPO001","2008","87101","MAIN"
"0202.554.608","BTW001","2003","41000","MAIN"
"0202.554.608","BTW001","2008","36000","MAIN"
"0202.554.608","PPO001","2008","36000","MAIN"
"0202.555.004","BTW001","2003","40110","MAIN"
"0202.555.004","BTW001","2003","40220","SECO"
"0202.555.004","BTW001","2003","74131","SECO"
"0202.555.004","BTW001","2008","35110","MAIN"
"0202.555.004","BTW001","2008","35220","SECO"
"0202.555.004","BTW001","2008","73200","SECO"
"0202.555.004","PPO001","2008","35130","MAIN"
"0202.819.476","BTW001","2003","75112","MAIN"
"0202.819.476","RSZ001","2003","75130","MAIN"
"0202.819.476","BTW001","2008","84112","MAIN"
"0202.819.476","RSZ001","2008","84130","MAIN"
"0202.962.701","BTW001","2003","41000","MAIN"
"0202.962.701","BTW001","2008","36000","MAIN"
"0202.962.701","BTW001","2008","42212","SECO"
"0202.962.701","BTW001","2008","42219","SECO"
"0202.962.701","PPO001","2008","36000","MAIN"
"0203.071.973","BTW001","2003","74203","MAIN"
"0203.071.973","BTW001","2008","71121","MAIN"
"0203.071.973","PPO001","2008","86901","MAIN"
"0203.201.340","BTW001","2003","65110","MAIN"
"0203.201.340","RSZ001","2003","65110","MAIN"
"0203.201.340","BTW001","2008","64110","MAIN"
"0203.201.340","RSZ001","2008","64110","MAIN"
"0203.211.040","BTW001","2003","74142","MAIN"
"0203.211.040","RSZ001","2003","65231","MAIN"
"0203.211.040","BTW001","2008","70220","MAIN"
"0203.211.040","RSZ001","2008","64200","MAIN"
"0203.286.561","BTW001","2003","65120","MAIN"
"0203.286.561","RSZ001","2003","65120","MAIN"
"0203.286.561","BTW001","2008","64190","MAIN"
"0203.286.561","RSZ001","2008","64922","MAIN"
"0203.286.759","RSZ001","2003","66031","MAIN"
"0203.286.759","BTW001","2008","64999","MAIN"
"0203.286.759","RSZ001","2008","65121","MAIN"
"0203.389.204","BTW001","2003","93032","MAIN"
"0203.389.204","BTW001","2003","55510","SECO"
"0203.389.204","BTW001","2008","96032","MAIN"
"0203.389.204","BTW001","2008","56290","SECO"
"0203.389.204","PPO001","2008","96032","MAIN"
"0203.430.576","BTW001","2003","74501","MAIN"
"0203.430.576","BTW001","2003","72600","SECO"
"0203.430.576","BTW001","2003","74601","SECO"
"0203.430.576","BTW001","2008","49100","MAIN"
"0203.430.576","BTW001","2008","80100","SECO"
"0203.563.111","BTW001","2003","40130","MAIN"
"0203.563.111","BTW001","2003","40220","SECO"
"0203.563.111","BTW001","2003","64200","SECO"
"0203.563.111","BTW001","2008","35140","MAIN"
"0203.563.111","BTW001","2008","35220","SECO"
"0203.563.111","BTW001","2008","61200","SECO"
"0203.563.111","PPO001","2008","35120","MAIN"
"0203.963.680","BTW001","2003","90010","MAIN"
"0203.963.680","BTW001","2008","37000","MAIN"
"0203.963.680","PPO001","2008","38213","MAIN"
"0203.980.409","BTW001","2003","85110","MAIN"
"0203.980.409","BTW001","2003","85315","SECO"
"0203.980.409","BTW001","2008","86101","MAIN"
"0203.980.409","BTW001","2008","87301","SECO"
"0203.980.409","PPO001","2008","86101","MAIN"
"0203.989.614","BTW001","2003","41000","MAIN"
"0203.989.614","BTW001","2008","36000","MAIN"
"0203.989.614","PPO001","2008","36000","MAIN"
"0204.212.714","BTW001","2003","74142","MAIN"
"0204.212.714","BTW001","2008","68100","MAIN"
"0204.212.714","PPO001","2008","84130","MAIN"
"0204.245.277","BTW001","2003","40110","MAIN"
"0204.245.277","BTW001","2008","35110","MAIN"
"0204.245.277","PPO001","2008","35140","MAIN"
"0204.259.135","BTW001","2003","70111","MAIN"
"0204.259.135","BTW001","2008","41101","MAIN"
"0204.259.135","BTW001","2008","41102","SECO"
"0204.259.135","PPO001","2008","84119","MAIN"
"0204.359.994","BTW001","2003","74203","MAIN"
"0204.359.994","BTW001","2003","90010","SECO"
"0204.359.994","BTW001","2008","71121","MAIN"
"0204.359.994","BTW001","2008","37000","SECO"
"0204.359.994","PPO001","2008","37000","MAIN"
"2.161.267.688","PPO001","2008","84119","MAIN"
"2.161.267.688","PPO001","2003","75116","MAIN"
"2.161.268.183","PPO001","2008","84119","MAIN"
"2.158.292.758","PPO001","2008","36000","MAIN"
"2.158.292.758","PPO001","2003","41000","MAIN"
"2.175.916.569","PPO001","2008","36000","MAIN"
"2.175.916.866","PPO001","2008","36000","MAIN"
"2.207.116.323","PPO001","2008","93110","MAIN"
"2.207.118.501","PPO001","2008","93110","MAIN"
"2.207.181.847","PPO001","2008","93110","MAIN"
"2.207.184.916","PPO001","2008","93110","MAIN"
"2.207.185.114","PPO001","2008","93110","MAIN"
"2.207.187.884","PPO001","2008","93110","MAIN"
"2.207.188.874","PPO001","2008","93110","MAIN"
"2.207.195.705","PPO001","2008","93110","MAIN"
"2.207.214.808","PPO001","2008","93110","MAIN"
"2.207.215.796","PPO001","2008","93110","MAIN"
"2.207.216.390","PPO001","2008","93110","MAIN"
"2.208.518.170","PPO001","2008","93110","MAIN"
"2.208.518.764","PPO001","2008","93110","MAIN"
"2.208.519.853","PPO001","2008","93110","MAIN"
"2.208.533.315","PPO001","2008","93110","MAIN"
"2.208.533.612","PPO001","2008","93110","MAIN"
"2.161.837.317","PPO001","2008","94999","MAIN"
"2.158.766.672","OLK001","2008","36000","MAIN"
"2.158.766.672","PPO001","2008","36000","MAIN"
"2.158.766.672","PPO001","2003","41000","MAIN"
"2.166.134.615","PPO001","2008","84119","MAIN"
"2.166.134.615","PPO001","2003","75116","MAIN"
"2.166.130.457","PPO001","2008","84119","MAIN"
"2.168.951.672","PPO001","2008","88911","MAIN"
"2.168.951.870","PPO001","2008","88911","MAIN"
"2.168.951.969","PPO001","2008","88911","MAIN"
"2.168.952.068","PPO001","2008","84120","MAIN"
"2.168.952.266","PPO001","2008","84120","MAIN"
"2.168.952.662","PPO001","2008","84120","MAIN"
"2.168.952.959","PPO001","2008","84120","MAIN"
"2.168.953.058","PPO001","2008","84120","MAIN"
"2.168.953.256","PPO001","2008","84120","MAIN"
"2.168.955.533","PPO001","2008","84120","MAIN"
"2.168.955.830","PPO001","2008","84120","MAIN"
"2.168.955.830","PPO001","2003","75120","MAIN"
"2.168.956.127","PPO001","2008","84120","MAIN"
"2.168.956.325","PPO001","2008","84120","MAIN"
"2.168.956.325","PPO001","2003","75120","MAIN"
"2.168.956.721","PPO001","2008","84120","MAIN"
"2.168.957.414","PPO001","2008","84120","MAIN"
"2.168.957.711","PPO001","2008","84120","MAIN"
"2.168.958.107","PPO001","2008","84120","MAIN"
"2.168.958.503","PPO001","2008","84120","MAIN"
"2.168.959.194","PPO001","2008","84120","MAIN"
"2.168.959.689","PPO001","2008","84120","MAIN"
"2.168.959.689","PPO001","2003","75120","MAIN"
"2.168.960.283","PPO001","2008","84120","MAIN"
"2.168.960.580","PPO001","2008","84120","MAIN"
"2.168.960.778","PPO001","2008","84120","MAIN"
"2.168.960.778","PPO001","2003","75120","MAIN"
"2.168.960.976","PPO001","2008","84120","MAIN"
"2.168.960.976","PPO001","2003","75120","MAIN"
"2.168.961.471","PPO001","2008","84120","MAIN"
"2.168.961.570","PPO001","2008","84120","MAIN"
"2.150.858.697","RSZ001","2003","91310","MAIN"
"2.150.858.697","RSZ001","2008","94910","MAIN"
"2.162.917.579","PPO001","2008","88999","MAIN"
"2.171.339.159","PPO001","2008","88995","MAIN"
"2.163.001.119","PPO001","2008","37000","MAIN"
"2.163.001.119","PPO001","2008","41101","MAIN"
"2.163.001.119","PPO001","2008","84119","MAIN"
"2.163.001.119","PPO001","2003","70111","MAIN"
"2.163.001.119","PPO001","2003","75116","MAIN"
"2.163.001.119","PPO001","2003","90010","MAIN"
"2.161.770.110","PPO001","2008","36000","MAIN"
"2.161.770.308","PPO001","2008","36000","MAIN"
"2.162.852.253","PPO001","2008","84119","MAIN"
"2.162.852.253","PPO001","2003","75116","MAIN"
"2.162.853.342","PPO001","2008","37000","MAIN"
"2.162.853.342","PPO001","2003","90010","MAIN"
"2.162.853.540","PPO001","2008","37000","MAIN"
"2.162.853.540","PPO001","2003","90010","MAIN"
"2.162.853.639","PPO001","2008","61200","MAIN"
"2.162.853.936","PPO001","2008","61200","MAIN"
"2.162.854.629","PPO001","2008","84119","MAIN"
"2.162.854.926","PPO001","2008","84119","MAIN"
"2.165.787.195","PPO001","2008","84119","MAIN"
"2.006.383.830","OLK001","2008","02100","MAIN"
"2.006.383.830","OLK001","2008","02200","MAIN"
"2.006.383.830","OLK001","2003","02012","MAIN"
"2.163.789.688","PPO001","2008","88995","MAIN"
"2.163.789.688","PPO001","2003","85322","MAIN"
"2.163.789.787","PPO001","2008","88995","MAIN"
"2.163.790.480","PPO001","2008","88995","MAIN"
"2.163.790.480","PPO001","2003","85322","MAIN"
"2.163.790.579","PPO001","2008","88911","MAIN"
"2.163.791.272","PPO001","2008","88911","MAIN"
"2.163.791.371","PPO001","2008","88911","MAIN"
"2.163.791.767","PPO001","2008","88911","MAIN"
"2.163.791.866","PPO001","2008","88911","MAIN"
"2.163.791.965","PPO001","2008","88911","MAIN"
"2.191.518.723","OLK001","2008","88911","MAIN"
"2.164.737.518","OLK001","2008","35130","MAIN"
"2.164.737.518","OLK001","2008","35140","MAIN"
"2.164.737.518","OLK001","2008","35220","MAIN"
"2.164.737.518","OLK001","2008","35230","MAIN"
"2.164.737.518","OLK001","2008","42220","MAIN"
"2.164.737.518","OLK001","2008","43120","MAIN"
"2.164.737.518","OLK001","2008","43130","MAIN"
"2.164.737.518","OLK001","2003","40130","MAIN"
"2.164.737.518","OLK001","2003","40220","MAIN"
"2.164.737.518","OLK001","2003","45112","MAIN"
"2.164.737.518","OLK001","2003","45120","MAIN"
"2.164.737.518","OLK001","2003","45215","MAIN"
"2.164.737.518","PPO001","2008","35140","MAIN"
"2.164.737.518","PPO001","2003","40400","MAIN"
"2.162.441.982","PPO001","2008","84130","MAIN"
"2.154.177.186","SCO001","2003","80223","MAIN"
"2.154.177.186","PPO001","2008","85325","MAIN"
"2.154.177.186","SCO001","2008","85325","MAIN"
"2.154.177.285","PPO001","2008","85325","MAIN"
"2.154.177.285","SCO001","2008","85325","MAIN"
"2.163.385.555","PPO001","2008","87201","MAIN"
"2.163.385.654","PPO001","2008","87202","MAIN"
"2.163.385.753","PPO001","2008","87202","MAIN"
"2.163.385.852","PPO001","2008","87202","MAIN"
"2.163.385.951","PPO001","2008","85592","MAIN"
"2.163.385.951","PPO001","2008","85601","MAIN"
"2.158.307.210","PPO001","2008","35140","MAIN"
"2.004.335.348","OLK001","2008","3530002","MAIN"
"2.004.335.348","OLK001","2003","4030002","MAIN"
"2.159.828.625","PPO001","2008","84119","MAIN"
"2.159.828.625","PPO001","2003","75116","MAIN"
"2.159.829.021","PPO001","2008","38219","MAIN"
"2.159.830.902","PPO001","2008","38219","MAIN"
"2.159.830.902","PPO001","2003","90021","MAIN"
"2.159.831.296","PPO001","2008","38219","MAIN"
"2.159.831.296","PPO001","2003","90021","MAIN"
"2.159.831.494","PPO001","2008","38219","MAIN"
"2.159.831.692","PPO001","2008","38219","MAIN"
"2.159.831.692","PPO001","2003","90021","MAIN"
"2.159.831.890","PPO001","2008","38219","MAIN"
"2.159.832.088","PPO001","2008","38219","MAIN"
"2.159.832.385","PPO001","2008","38219","MAIN"
"2.159.832.682","PPO001","2008","38219","MAIN"
"2.159.832.781","PPO001","2008","38219","MAIN"
"2.159.832.979","PPO001","2008","38219","MAIN"
"2.159.833.276","PPO001","2008","38219","MAIN"
"2.159.833.375","PPO001","2008","38219","MAIN"
"2.159.833.573","PPO001","2008","38219","MAIN"
"2.159.834.167","PPO001","2008","38219","MAIN"
"2.159.834.167","PPO001","2003","90021","MAIN"
"2.159.834.365","PPO001","2008","38219","MAIN"
"2.159.834.365","PPO001","2003","90021","MAIN"
"2.159.834.761","PPO001","2008","38219","MAIN"
"2.159.835.553","PPO001","2008","38219","MAIN"
"2.159.836.048","PPO001","2008","38219","MAIN"
"2.159.837.830","PPO001","2008","38219","MAIN"
"2.159.837.830","PPO001","2003","90021","MAIN"
"2.159.844.065","PPO001","2008","38219","MAIN"
"2.159.844.065","PPO001","2003","90021","MAIN"
"2.159.844.164","PPO001","2008","38219","MAIN"
"2.159.844.263","PPO001","2008","38219","MAIN"
"2.159.844.362","PPO001","2008","38219","MAIN"
"2.159.844.461","PPO001","2008","38219","MAIN"
"2.159.844.560","PPO001","2008","38219","MAIN"
"2.159.844.758","PPO001","2008","38219","MAIN"
"2.159.844.758","PPO001","2003","90021","MAIN"
"2.159.844.857","PPO001","2008","38219","MAIN"
"2.159.845.055","PPO001","2008","38219","MAIN"
"2.159.845.055","PPO001","2003","90021","MAIN"
